grid_lat,grid_lon,norm_demand,norm_competitor,norm_risk,total_score,cluster,dist_to_center_km,zone_type,annual_opex,est_cars_per_day,year_1_revenue,payback_years,is_viable,is_flood_safe,is_golden
13.585,100.7957,0.25505518007729444,0.0,0.0,0.10202207203091779,0,34.257357839669595,URBAN,120000.0,18.0,492750.0,3.68,True,True,True
13.585,100.8212,0.22149702916593117,0.0,0.0,0.08859881166637247,0,36.52939080871863,URBAN,120000.0,17.0,465375.0,3.94,True,True,True
13.5895,100.3265,0.28317922930838574,0.0,0.0,0.1132716917233543,2,30.06713876391665,URBAN,120000.0,18.0,492750.0,3.68,True,True,True
13.5895,100.3316,0.28317922930838574,0.0,0.0,0.1132716917233543,2,29.649932963424664,URBAN,120000.0,18.0,492750.0,3.68,True,True,True
13.5895,100.5968,0.28423643998414017,0.0,0.0,0.11369457599365607,0,20.502146792764005,URBAN,120000.0,19.0,520125.0,3.46,True,True,True
13.5895,100.6019,0.4429528675855548,0.0,0.0,0.17718114703422194,0,20.678658800290716,URBAN,120000.0,23.0,629625.0,2.78,True,True,True
13.5895,100.607,0.4429528675855548,0.0,0.0,0.17718114703422194,0,20.86823104543692,URBAN,120000.0,23.0,629625.0,2.78,True,True,True
13.5895,100.6121,0.42998618141934775,0.0,0.0,0.17199447256773912,0,21.070511020370287,URBAN,120000.0,23.0,629625.0,2.78,True,True,True
13.5895,100.6529,0.23763404455652368,0.0,0.0,0.09505361782260947,0,23.10181105974324,URBAN,120000.0,17.0,465375.0,3.94,True,True,True
13.5895,100.658,0.23763404455652368,0.0,0.0,0.09505361782260947,0,23.401754557184262,URBAN,120000.0,17.0,465375.0,3.94,True,True,True
13.5895,100.6631,0.3538502149236679,0.0,0.0,0.14154008596946718,0,23.710710426935055,URBAN,120000.0,21.0,574875.0,3.09,True,True,True
13.5895,100.7702,0.32345355080864696,0.0,0.0,0.12938142032345878,0,31.751175360927032,URBAN,120000.0,20.0,547500.0,3.26,True,True,True
13.5895,100.7753,0.35257028039422483,0.0,0.0,0.14102811215768993,0,32.187759746657505,URBAN,120000.0,21.0,574875.0,3.09,True,True,True
13.5895,100.7804,0.35257028039422483,0.0,0.0,0.14102811215768993,0,32.627807901501185,URBAN,120000.0,21.0,574875.0,3.09,True,True,True
13.5895,100.7855,0.44376357132529753,0.0,0.0,0.17750542853011902,0,33.07118155788394,URBAN,120000.0,23.0,629625.0,2.78,True,True,True
13.5895,100.7906,0.44376357132529753,0.0,0.0,0.17750542853011902,0,33.51774874675984,URBAN,120000.0,23.0,629625.0,2.78,True,True,True
13.5895,100.7957,0.25505518007729444,0.0,0.0,0.10202207203091779,0,33.96738351210624,URBAN,120000.0,18.0,492750.0,3.68,True,True,True
13.5895,100.8212,0.22149702916593117,0.0,0.0,0.08859881166637247,0,36.25754960560116,URBAN,120000.0,17.0,465375.0,3.94,True,True,True
13.594,100.2755,0.2769891970476602,0.0,0.0,0.11079567881906408,2,34.16563021760934,URBAN,120000.0,18.0,492750.0,3.68,True,True,True
13.594,100.2806,0.2769891970476602,0.0,0.0,0.11079567881906408,2,33.70911253316459,URBAN,120000.0,18.0,492750.0,3.68,True,True,True
13.594,100.3265,0.2527602789483908,0.0,0.0,0.10110411157935634,2,29.74483019940093,URBAN,120000.0,18.0,492750.0,3.68,True,True,True
